n,runtime
146000,0.2109832763671875
147000,0.20854759216308594
148000,0.21250534057617188
149000,0.2004244327545166
150000,0.19944000244140625
151000,0.20161843299865723
152000,0.20417094230651855
153000,0.20736026763916016
154000,0.20633935928344727
155000,0.20804738998413086
156000,0.21139979362487793
157000,0.22154998779296875
158000,0.2129976749420166
159000,0.21361851692199707
160000,0.21448302268981934
161000,0.22130799293518066
162000,0.21989965438842773
163000,0.22023487091064453
164000,0.21811723709106445
165000,0.2217714786529541
166000,0.22734618186950684
167000,0.22710132598876953
168000,0.2272934913635254
169000,0.2283635139465332
170000,0.23224616050720215
171000,0.23405814170837402
172000,0.23504996299743652
173000,0.23375916481018066
174000,0.23375535011291504
175000,0.23702406883239746
176000,0.2381439208984375
177000,0.24182415008544922
178000,0.2401425838470459
179000,0.24423599243164062
180000,0.24257850646972656
181000,0.2439863681793213
182000,0.24994182586669922
183000,0.24599647521972656
184000,0.2500433921813965
185000,0.2502248287200928
186000,0.2512056827545166
187000,0.25377798080444336
188000,0.2570168972015381
189000,0.2579658031463623
190000,0.25795650482177734
191000,0.25882768630981445
192000,0.26091432571411133
193000,0.26034069061279297
194000,0.2631490230560303
195000,0.26590681076049805
196000,0.2659471035003662
197000,0.2739067077636719
198000,0.2688169479370117
199000,0.26873016357421875
200000,0.27430057525634766
201000,0.2733464241027832
202000,0.2787330150604248
203000,0.27817392349243164
204000,0.2828547954559326
205000,0.27870988845825195
206000,0.28211379051208496
207000,0.29609155654907227
208000,0.29411864280700684
209000,0.2986111640930176
210000,0.3025839328765869
211000,0.3081190586090088
212000,0.2874319553375244
213000,0.3065032958984375
214000,0.3046998977661133
215000,0.323138952255249
216000,0.3039119243621826
217000,0.3258938789367676
218000,0.31542205810546875
219000,0.33046483993530273
220000,0.3468437194824219
221000,0.3316009044647217
222000,0.31909847259521484
223000,0.31958770751953125
224000,0.31334495544433594
225000,0.33993101119995117
226000,0.3125486373901367
227000,0.30722475051879883
228000,0.311504602432251
229000,0.3186633586883545
230000,0.3105170726776123
231000,0.3017098903656006
232000,0.3224506378173828
233000,0.3445613384246826
234000,0.32106614112854004
235000,0.3207988739013672
236000,0.3385927677154541
237000,0.3298788070678711
238000,0.3302266597747803
239000,0.3237648010253906
240000,0.328357458114624
241000,0.34651756286621094
242000,0.32488322257995605
243000,0.34227705001831055
244000,0.32355642318725586
245000,0.34903430938720703
246000,0.3396124839782715
247000,0.34037137031555176
248000,0.34148502349853516
249000,0.3473179340362549
250000,0.36278820037841797
251000,0.3643519878387451
252000,0.3462181091308594
253000,0.3450319766998291
254000,0.35933518409729004
255000,0.35985231399536133
256000,0.3749845027923584
257000,0.3495175838470459
258000,0.3567013740539551
259000,0.36928415298461914
260000,0.3666656017303467
261000,0.35190653800964355
262000,0.37039613723754883
263000,0.3619251251220703
264000,0.37270689010620117
265000,0.37438082695007324
266000,0.37931299209594727
267000,0.36754560470581055
268000,0.3646841049194336
269000,0.3724789619445801
270000,0.3671262264251709
271000,0.38201069831848145
272000,0.37003636360168457
273000,0.3725626468658447
274000,0.36556124687194824
275000,0.3807187080383301
276000,0.38431715965270996
277000,0.3699047565460205
278000,0.3915677070617676
279000,0.3992743492126465
280000,0.38607048988342285
281000,0.4004342555999756
282000,0.38910508155822754
283000,0.3955726623535156
284000,0.39530253410339355
285000,0.3869659900665283
286000,0.39664244651794434
287000,0.396655797958374
288000,0.402895450592041
289000,0.40242719650268555
290000,0.41002988815307617
291000,0.4017980098724365
292000,0.40748023986816406
293000,0.40944337844848633
294000,0.40847063064575195
295000,0.4166252613067627
296000,0.4186551570892334
297000,0.4215271472930908
298000,0.4176633358001709
299000,0.4186129570007324
300000,0.41967296600341797
301000,0.4232933521270752
302000,0.42352294921875
303000,0.41968345642089844
304000,0.4264540672302246
305000,0.431837797164917
306000,0.4306223392486572
307000,0.4237375259399414
308000,0.43234777450561523
309000,0.4377472400665283
310000,0.444150447845459
311000,0.44443655014038086
312000,0.4405367374420166
313000,0.44754791259765625
314000,0.43962717056274414
315000,0.45116138458251953
316000,0.4516568183898926
317000,0.4448063373565674
318000,0.453444242477417
319000,0.43846631050109863
320000,0.45047903060913086
321000,0.44658422470092773
322000,0.44472217559814453
323000,0.4584052562713623
324000,0.4510512351989746
325000,0.45873498916625977
326000,0.45725202560424805
327000,0.457683801651001
328000,0.45522379875183105
329000,0.465381383895874
330000,0.4651491641998291
331000,0.4671287536621094
332000,0.46516871452331543
333000,0.4700782299041748
334000,0.4664900302886963
335000,0.4651339054107666
336000,0.4723012447357178
337000,0.4752206802368164
338000,0.4760260581970215
339000,0.4711177349090576
340000,0.4792914390563965
341000,0.4795353412628174
342000,0.47979021072387695
343000,0.4794785976409912
344000,0.48212766647338867
345000,0.48203063011169434
346000,0.4890410900115967
347000,0.49080705642700195
348000,0.49515676498413086
349000,0.4927973747253418
350000,0.4948539733886719
351000,0.4879274368286133
352000,0.4908435344696045
353000,0.5069987773895264
354000,0.5000770092010498
355000,0.5059928894042969
356000,0.5000426769256592
357000,0.5061323642730713
358000,0.5137834548950195
359000,0.4990096092224121
360000,0.5139188766479492
361000,0.5138876438140869
362000,0.5063443183898926
363000,0.5137531757354736
364000,0.5138981342315674
365000,0.5145671367645264
366000,0.5327043533325195
367000,0.5256400108337402
368000,0.5208332538604736
369000,0.519834041595459
370000,0.5348050594329834
371000,0.5235867500305176
372000,0.5346989631652832
373000,0.5209050178527832
374000,0.5277447700500488
375000,0.5265836715698242
376000,0.5415449142456055
377000,0.5420372486114502
378000,0.534968376159668
379000,0.5495254993438721
380000,0.54048752784729
381000,0.5417511463165283
382000,0.5413680076599121
383000,0.5454864501953125
384000,0.5408444404602051
385000,0.5377700328826904
386000,0.5500040054321289
387000,0.5464878082275391
388000,0.5463712215423584
389000,0.5624723434448242
390000,0.5453066825866699
391000,0.5536952018737793
392000,0.5535261631011963
393000,0.5521986484527588
394000,0.5624146461486816
395000,0.5614211559295654
396000,0.5766704082489014
397000,0.5889081954956055
398000,0.5622000694274902
399000,0.5716128349304199
400000,0.5626664161682129
401000,0.562415599822998
402000,0.5624921321868896
403000,0.568375825881958
404000,0.56951904296875
405000,0.5775341987609863
406000,0.5697307586669922
407000,0.5825154781341553
408000,0.5905625820159912
409000,0.5924243927001953
410000,0.6080255508422852
411000,0.5891737937927246
412000,0.5832309722900391
413000,0.5835998058319092
414000,0.5932927131652832
415000,0.5821828842163086
416000,0.5865371227264404
417000,0.5909769535064697
418000,0.6023497581481934
419000,0.5920813083648682
420000,0.5983707904815674
421000,0.5960373878479004
422000,0.6040291786193848
423000,0.5972559452056885
424000,0.6031720638275146
425000,0.6040894985198975
426000,0.6002936363220215
427000,0.612323522567749
428000,0.6070997714996338
429000,0.6121759414672852
430000,0.6091187000274658
431000,0.6219775676727295
432000,0.62477707862854
433000,0.6111950874328613
434000,0.6110646724700928
435000,0.6158161163330078
436000,0.6180248260498047
437000,0.6319499015808105
438000,0.6333327293395996
439000,0.6267588138580322
440000,0.6252310276031494
441000,0.6281652450561523
442000,0.6139078140258789
443000,0.6281330585479736
444000,0.6377711296081543
445000,0.6299834251403809
446000,0.6367974281311035
447000,0.628046989440918
448000,0.638840913772583
449000,0.6457645893096924
450000,0.638603687286377
451000,0.6506776809692383
452000,0.6461381912231445
453000,0.6447982788085938
454000,0.6457388401031494
455000,0.6678719520568848
456000,0.6409778594970703
457000,0.6458241939544678
458000,0.6478743553161621
459000,0.6597349643707275
460000,0.6496305465698242
461000,0.656015157699585
462000,0.6803147792816162
463000,0.6594057083129883
464000,0.6601076126098633
465000,0.6565871238708496
466000,0.6666746139526367
467000,0.6591031551361084
468000,0.6686840057373047
469000,0.6672089099884033
470000,0.6717839241027832
471000,0.6704463958740234
472000,0.6733880043029785
473000,0.6738910675048828
474000,0.6871848106384277
475000,0.6766586303710938
476000,0.6927170753479004
477000,0.682762861251831
478000,0.6801531314849854
479000,0.6873836517333984
480000,0.6836187839508057
481000,0.6857454776763916
482000,0.6944639682769775
483000,0.6915476322174072
484000,0.6906371116638184
485000,0.6895015239715576
486000,0.6964313983917236
487000,0.6897125244140625
488000,0.701409101486206
489000,0.6926844120025635
490000,0.700584888458252
491000,0.6983709335327148
492000,0.7016592025756836
493000,0.706233024597168
494000,0.7101008892059326
495000,0.7155685424804688
496000,0.7185766696929932
497000,0.7267377376556396
498000,0.7181015014648438
499000,0.7154569625854492
500000,0.7114546298980713
501000,0.7144484519958496
502000,0.7151956558227539
503000,0.7180876731872559
504000,0.72184157371521
505000,0.7132411003112793
506000,0.7312984466552734
507000,0.7362558841705322
508000,0.7309234142303467
509000,0.7391903400421143
510000,0.7262728214263916
511000,0.7451379299163818
512000,0.7382349967956543
513000,0.743156909942627
514000,0.737034797668457
515000,0.7561757564544678
516000,0.7536218166351318
517000,0.7511215209960938
518000,0.7462804317474365
519000,0.7500379085540771
520000,0.7680068016052246
521000,0.7592012882232666
522000,0.7571842670440674
523000,0.7708849906921387
524000,0.7674386501312256
525000,0.7594797611236572
526000,0.7720942497253418
527000,0.7659873962402344
528000,0.770658016204834
529000,0.7656736373901367
530000,0.7887730598449707
531000,0.7778232097625732
532000,0.7704942226409912
533000,0.7847142219543457
534000,0.777698278427124
535000,0.7845563888549805
536000,0.7758502960205078
537000,0.788405179977417
538000,0.781836986541748
539000,0.7879741191864014
540000,0.7978408336639404
541000,0.7843456268310547
542000,0.793755292892456
543000,0.8012909889221191
544000,0.7929637432098389
545000,0.7983460426330566
546000,0.7986176013946533
547000,0.7888286113739014
548000,0.8191964626312256
549000,0.8059890270233154
550000,0.7965803146362305
551000,0.805518388748169
552000,0.8185060024261475
553000,0.8072326183319092
554000,0.8051950931549072
555000,0.805553674697876
556000,0.8194117546081543
557000,0.8194444179534912
558000,0.8112490177154541
559000,0.8231654167175293
560000,0.8206400871276855
561000,0.8392579555511475
562000,0.8400683403015137
563000,0.8401024341583252
564000,0.8352251052856445
565000,0.8214383125305176
566000,0.8262820243835449
567000,0.819833517074585
568000,0.8352053165435791
569000,0.8329758644104004
570000,0.8214473724365234
571000,0.842278003692627
572000,0.8381044864654541
573000,0.8454387187957764
574000,0.8402137756347656
575000,0.8354434967041016
576000,0.8421585559844971
577000,0.8474955558776855
578000,0.8453340530395508
579000,0.8530340194702148
580000,0.8424386978149414
581000,0.8540518283843994
582000,0.8533685207366943
583000,0.84623122215271
584000,0.8540682792663574
585000,0.8607747554779053
586000,0.8601229190826416
587000,0.8669745922088623
588000,0.8688669204711914
589000,0.8612620830535889
590000,0.8739738464355469
591000,0.871077299118042
592000,0.8607637882232666
593000,0.8739628791809082
594000,0.8631420135498047
595000,0.8791556358337402
596000,0.8738348484039307
597000,0.8641252517700195
598000,0.8910601139068604
599000,0.8748741149902344
600000,0.8838355541229248
601000,0.8947393894195557
602000,0.8831415176391602
603000,0.8819379806518555
604000,0.8807682991027832
605000,0.884979248046875
606000,0.8988580703735352
607000,0.9026758670806885
608000,0.8890063762664795
609000,0.881965160369873
610000,0.8957147598266602
611000,0.9037468433380127
612000,0.9068260192871094
613000,0.8920724391937256
614000,0.9136459827423096
615000,0.9096980094909668
616000,0.8961501121520996
617000,0.9129164218902588
618000,0.9074618816375732
619000,0.9080123901367188
620000,0.9104652404785156
621000,0.9018442630767822
622000,0.9055185317993164
623000,0.9170374870300293
624000,0.9159364700317383
625000,0.9235851764678955
626000,0.9097414016723633
627000,0.9086918830871582
628000,0.9407501220703125
629000,0.9334220886230469
630000,0.930443525314331
631000,0.9236204624176025
632000,0.93719482421875
633000,0.919126033782959
634000,0.9314625263214111
635000,0.9314448833465576
636000,0.9286534786224365
637000,0.9465980529785156
638000,0.940274715423584
639000,0.9366629123687744
640000,0.935713529586792
641000,0.9378635883331299
642000,0.9448058605194092
643000,0.956413745880127
644000,0.9342737197875977
645000,0.943403959274292
646000,0.9582750797271729
647000,0.9479217529296875
648000,0.9556617736816406
649000,0.9521389007568359
650000,0.9543163776397705
651000,0.9651510715484619
652000,0.9570810794830322
653000,0.9649097919464111
654000,0.9654405117034912
655000,0.9630131721496582
656000,0.9641902446746826
657000,0.9582502841949463
658000,0.9631915092468262
659000,0.97933030128479
660000,0.9781177043914795
661000,0.9879074096679688
662000,0.9673469066619873
663000,0.9929440021514893
664000,0.9641761779785156
665000,0.9721472263336182
666000,0.9843535423278809
667000,0.9784557819366455
668000,0.9850664138793945
669000,0.9859740734100342
670000,0.9862120151519775
671000,0.9791851043701172
672000,0.9828684329986572
673000,0.9839072227478027
674000,1.0211515426635742
675000,0.9859325885772705
676000,0.9971942901611328
677000,1.0083098411560059
678000,0.9868788719177246
679000,0.9938032627105713
680000,1.0010554790496826
681000,1.0000128746032715
682000,0.9999523162841797
683000,1.008847713470459
684000,1.006711721420288
685000,1.0180206298828125
686000,1.0078814029693604
687000,1.0150995254516602
688000,1.0226426124572754
689000,1.0395796298980713
690000,1.005143165588379
691000,1.0247063636779785
692000,1.0239596366882324
693000,1.016150951385498
694000,1.0138554573059082
695000,1.0286705493927002
696000,1.0248677730560303
697000,1.030731201171875
698000,1.0245418548583984
699000,1.0238840579986572
700000,1.0318224430084229
701000,1.0278809070587158
702000,1.029371738433838
703000,1.036978006362915
704000,1.0377497673034668
705000,1.0350720882415771
706000,1.0439679622650146
707000,1.0416462421417236
708000,1.0349912643432617
709000,1.0518519878387451
710000,1.045318841934204
711000,1.0346014499664307
712000,1.0486061573028564
713000,1.0516910552978516
714000,1.0504839420318604
715000,1.0551855564117432
716000,1.0505623817443848
717000,1.0433688163757324
718000,1.058577537536621
719000,1.082305908203125
720000,1.055980920791626
721000,1.0691637992858887
722000,1.084183931350708
723000,1.0607647895812988
724000,1.0629379749298096
725000,1.0677318572998047
726000,1.0694522857666016
727000,1.0842456817626953
728000,1.0975468158721924
729000,1.086212396621704
730000,1.0968937873840332
731000,1.0685491561889648
732000,1.0841679573059082
733000,1.082305669784546
734000,1.1050748825073242
735000,1.1090412139892578
736000,1.0951967239379883
737000,1.0851633548736572
738000,1.0902910232543945
739000,1.1041815280914307
740000,1.1109769344329834
741000,1.0890297889709473
742000,1.1110875606536865
743000,1.1139352321624756
744000,1.1246848106384277
745000,1.1198503971099854
746000,1.1186635494232178
747000,1.1091959476470947
748000,1.0975146293640137
749000,1.1162877082824707
750000,1.1129920482635498
751000,1.1576924324035645
752000,1.1060230731964111
753000,1.1318116188049316
754000,1.1337707042694092
755000,1.1182732582092285
756000,1.115234613418579
757000,1.1198160648345947
758000,1.127922534942627
759000,1.1448979377746582
760000,1.1338016986846924
761000,1.1378531455993652
762000,1.1344215869903564
763000,1.1290826797485352
764000,1.127403736114502
765000,1.1389265060424805
766000,1.13376784324646
767000,1.140871286392212
768000,1.134821891784668
769000,1.1396546363830566
770000,1.1408493518829346
771000,1.1463825702667236
772000,1.13889479637146
773000,1.1555705070495605
774000,1.1545708179473877
775000,1.159698724746704
776000,1.1459059715270996
777000,1.1807985305786133
778000,1.1686906814575195
779000,1.16957688331604
780000,1.1556110382080078
781000,1.1526305675506592
782000,1.1628594398498535
783000,1.1641473770141602
784000,1.159773588180542
785000,1.1597721576690674
786000,1.1689398288726807
787000,1.1679713726043701
788000,1.161376714706421
789000,1.1738557815551758
790000,1.1709973812103271
791000,1.1805307865142822
792000,1.1667325496673584
793000,1.1612484455108643
794000,1.1793913841247559
795000,1.166555404663086
796000,1.1804885864257812
797000,1.1944961547851562
798000,1.1785469055175781
799000,1.1863348484039307
800000,1.1833746433258057
801000,1.1856002807617188
802000,1.1844899654388428
803000,1.185676097869873
804000,1.201409101486206
805000,1.2055037021636963
806000,1.2117834091186523
807000,1.1992671489715576
808000,1.2055087089538574
809000,1.1981961727142334
810000,1.2035291194915771
811000,1.1944396495819092
812000,1.205519676208496
813000,1.2032864093780518
814000,1.2104759216308594
815000,1.2014033794403076
816000,1.2219440937042236
817000,1.2185606956481934
818000,1.226879596710205
819000,1.2148969173431396
820000,1.2328271865844727
821000,1.2319281101226807
822000,1.2362844944000244
823000,1.214181900024414
824000,1.2348835468292236
825000,1.22275710105896
826000,1.221606731414795
827000,1.2303307056427002
828000,1.2362427711486816
829000,1.2342748641967773
830000,1.2222132682800293
831000,1.2389085292816162
832000,1.2360944747924805
833000,1.2412219047546387
834000,1.2448441982269287
835000,1.2430732250213623
836000,1.2740581035614014
837000,1.2738840579986572
838000,1.2499206066131592
839000,1.2489871978759766
840000,1.2710165977478027
841000,1.2589235305786133
842000,1.2573978900909424
843000,1.2986538410186768
844000,1.307652235031128
845000,1.2569856643676758
846000,1.260629653930664
847000,1.2649970054626465
848000,1.2708258628845215
849000,1.2699968814849854
850000,1.248852014541626
851000,1.2698965072631836
852000,1.2778840065002441
853000,1.2777996063232422
854000,1.2776989936828613
855000,1.2730615139007568
856000,1.2778213024139404
857000,1.2769393920898438
858000,1.2828497886657715
859000,1.2814841270446777
860000,1.2929108142852783
861000,1.2949190139770508
862000,1.2855641841888428
863000,1.280573844909668
864000,1.2865211963653564
865000,1.2978332042694092
866000,1.298814058303833
867000,1.2884783744812012
868000,1.2986040115356445
869000,1.3125073909759521
870000,1.2884092330932617
871000,1.2982425689697266
872000,1.3232135772705078
873000,1.3194358348846436
874000,1.314645767211914
875000,1.3194713592529297
876000,1.3193995952606201
877000,1.3028321266174316
878000,1.3124289512634277
879000,1.3027715682983398
880000,1.3194665908813477
881000,1.3295655250549316
882000,1.31247878074646
883000,1.3037543296813965
884000,1.3195219039916992
885000,1.3315176963806152
886000,1.3245282173156738
887000,1.3344087600708008
888000,1.3191983699798584
889000,1.3475840091705322
890000,1.3403310775756836
891000,1.3266282081604004
892000,1.3460590839385986
893000,1.343186855316162
894000,1.3406236171722412
895000,1.3407368659973145
896000,1.3330273628234863
897000,1.361243486404419
898000,1.349184513092041
899000,1.3424406051635742
900000,1.3593308925628662
901000,1.3501529693603516
902000,1.3561162948608398
903000,1.345365047454834
904000,1.3421506881713867
905000,1.3423781394958496
906000,1.3564672470092773
907000,1.3814582824707031
908000,1.3541133403778076
909000,1.3538999557495117
910000,1.350954294204712
911000,1.3642563819885254
912000,1.3679721355438232
913000,1.3605232238769531
914000,1.375014305114746
915000,1.3720579147338867
916000,1.3618700504302979
917000,1.3707780838012695
918000,1.3957228660583496
919000,1.3680319786071777
920000,1.3671162128448486
921000,1.3958733081817627
922000,1.3756744861602783
923000,1.3771657943725586
924000,1.368079662322998
925000,1.3955597877502441
926000,1.3997230529785156
927000,1.4028027057647705
928000,1.388601303100586
929000,1.3852300643920898
930000,1.3889634609222412
931000,1.381967306137085
932000,1.3969814777374268
933000,1.4019787311553955
934000,1.3897302150726318
935000,1.3899633884429932
936000,1.420508861541748
937000,1.4125807285308838
938000,1.3999226093292236
939000,1.4079158306121826
940000,1.405837059020996
941000,1.4027743339538574
942000,1.4076242446899414
943000,1.4165899753570557
944000,1.423607349395752
945000,1.4028434753417969
946000,1.409010410308838
947000,1.4255259037017822
948000,1.4347546100616455
949000,1.4163472652435303
950000,1.4326283931732178
951000,1.4305808544158936
952000,1.418017864227295
953000,1.4309988021850586
954000,1.4327456951141357
955000,1.429358959197998
956000,1.4352638721466064
957000,1.429440975189209
958000,1.444478988647461
959000,1.4423606395721436
960000,1.4532270431518555
961000,1.4317617416381836
962000,1.4397413730621338
963000,1.4753425121307373
964000,1.4445760250091553
965000,1.4552006721496582
966000,1.4483616352081299
967000,1.4443352222442627
968000,1.4514060020446777
969000,1.4472978115081787
970000,1.4426288604736328
971000,1.4534313678741455
972000,1.4652776718139648
973000,1.4581713676452637
974000,1.469348669052124
975000,1.4556100368499756
976000,1.4541523456573486
977000,1.4518024921417236
978000,1.46596360206604
979000,1.4718434810638428
980000,1.4578943252563477
981000,1.4620113372802734
982000,1.4653637409210205
983000,1.4551551342010498
984000,1.4777233600616455
985000,1.466315507888794
986000,1.4820446968078613
987000,1.4874067306518555
988000,1.4869112968444824
989000,1.4821665287017822
990000,1.500032901763916
991000,1.480971336364746
992000,1.4931426048278809
993000,1.496974229812622
994000,1.4861869812011719
995000,1.484053611755371
996000,1.4843499660491943
997000,1.4943583011627197
998000,1.4949913024902344
999000,1.4809260368347168
1000000,1.4858958721160889
